crop,region,month,year,yield,price
Barley,Maharashtra,5,2024,3.8953017003546133,2302.4902847462763
Jowar,Gujarat,10,2015,3.0673908362477587,1499.7364438439984
Soybean,Punjab,8,2021,4.644774004341194,2112.280886697732
Wheat,Bihar,8,2016,3.9627157670319546,1757.6925707281655
Bajra,TN,11,2015,3.2765503051470555,1545.6428598614323
Soybean,Punjab,8,2015,3.0815948535629207,1485.2926486779336
Jowar,TN,12,2015,1.6105149961683944,1384.5380001487765
Bajra,MP,10,2016,2.0629915408570216,1274.6562524158592
Soybean,UP,6,2015,1.6577679399591947,1392.7276655362261
Rice,AP,2,2018,1.7220035906411546,1269.007158356907
Sugarcane,Maharashtra,8,2024,1.7348230453942002,1590.8707419029447
Jowar,WB,10,2024,1.5492881692986402,1526.2355084858075
Barley,TN,1,2021,4.269712247599374,2185.28232308687
Maize,Bihar,9,2024,3.1750007312637942,1804.6497775517632
Rice,Haryana,9,2017,4.12201685341484,1653.161935249152
Sugarcane,UP,6,2023,2.0870354245332097,1608.1368627840423
Groundnut,UP,10,2016,4.444250025858228,1810.6056289162152
Sugarcane,MP,6,2016,1.8293751629355124,1356.1556023506146
Bajra,Gujarat,6,2021,2.6272211151399536,1800.1935068360058
Cotton,WB,11,2023,2.7974610437732332,1765.4480103498563
Rice,Gujarat,4,2020,2.325058430105015,1737.1541251597182
Groundnut,Maharashtra,1,2015,1.98056282036643,1277.6446337599539
Bajra,UP,1,2020,3.6982969502838423,1970.2304920938595
Jowar,WB,1,2018,1.529712371128642,1546.2990412981164
Barley,MP,5,2019,4.270730310464281,1991.2635334953848
Sugarcane,Gujarat,7,2018,1.6481228979449576,1286.2318974199886
Jowar,AP,1,2017,4.874165675168712,2011.1969518403837
Groundnut,WB,1,2016,4.53897660966,1943.031473550321
Bajra,WB,12,2016,2.950956623710906,1605.060910346285
Cotton,TN,11,2024,1.999474700688397,1694.2569300004163
Sugarcane,AP,12,2018,4.547226287000099,1944.5141248046739
Barley,Punjab,6,2017,3.7545188891027927,1845.0300053541193
Cotton,WB,11,2020,3.2667192195729844,1720.7470853646864
Soybean,UP,2,2024,2.617926001151802,1971.818360638745
Bajra,MP,2,2017,3.464490073760658,1761.657470988303
Jowar,Maharashtra,12,2017,2.9530040161568984,1583.2137835945475
Sugarcane,Bihar,7,2018,3.128782685050812,1656.3705535704598
Sugarcane,AP,9,2019,4.459082322564849,1921.1582307776334
Groundnut,Haryana,8,2023,4.833649552125003,2142.231195331142
Barley,Bihar,2,2019,4.869397150884814,2235.9437569240213
Maize,Bihar,7,2015,4.677769632770351,1757.4002889874248
Soybean,UP,5,2023,4.307918790633985,2188.8805323332986
Cotton,Gujarat,11,2016,3.087799810202792,1589.1537336708866
Rice,Bihar,10,2018,1.8088524025461705,1384.0025628796675
Rice,MP,12,2024,3.7071404554954475,2105.299976011477
Sugarcane,Bihar,4,2020,2.9070846147730056,1828.3148229560607
Groundnut,Gujarat,12,2023,3.9046922761044756,2065.332246792549
Wheat,TN,10,2016,2.272747698394672,1310.2878211648936
Sugarcane,WB,4,2023,4.176554786461935,2160.6125336827936
Rice,Punjab,4,2023,2.0973054216379703,2099.1453984478158
Rice,UP,9,2015,4.330010991690571,1739.9286535693682
Soybean,TN,7,2020,4.690979169596254,1999.1435971059232
Jowar,MP,7,2020,4.6510809228833905,2076.658411697625
Wheat,MP,4,2023,2.713097205507206,1760.2425313302372
Sugarcane,Gujarat,9,2020,2.8643401303299445,1578.7185230475889
Soybean,Maharashtra,8,2016,4.433368147265982,1884.2741698883503
Groundnut,UP,10,2022,3.922552156641756,2156.45554943972
Soybean,UP,4,2015,3.343377870465875,1598.2365204588395
Sugarcane,TN,6,2019,4.862020864795453,2123.2619119845717
Bajra,Bihar,4,2024,3.306924120117209,2046.4713200051362
Maize,WB,1,2017,2.353360221117047,1628.1649103345117
Sugarcane,Bihar,5,2020,3.8796707685688183,1828.366299525807
Barley,Maharashtra,10,2019,3.2928239829293195,1709.2959729171027
Rice,AP,11,2024,2.2137646821410124,1616.1063255597937
Wheat,AP,3,2018,2.0335079509831733,1548.1567749898459
Wheat,Haryana,1,2017,2.74273705747724,1573.4203563466604
Jowar,TN,2,2015,4.897241525387718,1976.2907972371931
Maize,Gujarat,2,2022,2.0101740790931846,1883.9761719644528
Barley,Maharashtra,8,2019,3.1499858009531847,1701.9047829727838
Rice,WB,4,2022,2.6442454779181186,1876.0208148784493
Wheat,UP,3,2023,4.800571697218448,2372.8145936464184
Barley,MP,4,2022,2.8212245618106384,1925.5557347873732
Soybean,Maharashtra,10,2020,2.291895605095027,1606.9358933601636
Jowar,WB,1,2024,3.1737692416212973,2081.1546492820185
Sugarcane,Maharashtra,1,2022,2.037902016508399,1846.1140731203675
Sugarcane,Bihar,5,2019,2.8280380863911647,1623.9936942565373
Bajra,Haryana,7,2023,4.063620343160676,2053.5001136370847
Rice,WB,9,2020,3.5976947910383736,1766.6076747742197
Barley,Bihar,7,2016,1.5383093321321657,1185.5235997552186
Cotton,TN,11,2021,3.2427111792683783,1801.0463578043025
Wheat,MP,5,2015,4.346006265102702,1865.2570126348594
Groundnut,Gujarat,3,2024,3.469798727676947,2051.389008586057
Groundnut,Haryana,8,2015,3.1463969224413395,1219.8507484832382
Sugarcane,WB,12,2022,2.9527640979590766,1880.9869018064385
Cotton,WB,7,2019,3.3782904752495213,1649.6732637517534
Groundnut,Punjab,4,2024,1.7589100204042212,1670.4740809614298
Maize,Bihar,1,2023,4.298836148871855,2193.297960257384
Maize,UP,3,2020,4.497915114028018,2320.2847100515582
Rice,TN,11,2015,3.573125801704539,1722.7629030091966
Cotton,TN,8,2020,4.926484823458125,2032.6812600117798
Maize,WB,2,2015,3.4432867353804837,1543.8472325377184
Maize,TN,9,2019,1.5950765758625367,1420.8982370364827
Sugarcane,Haryana,4,2017,3.1234894058196154,1914.504931114546
Groundnut,Gujarat,7,2024,2.8995922151139197,2056.113704116044
Rice,AP,10,2024,2.1793254247364846,1700.6048612561767
Barley,Gujarat,12,2023,3.370565017911022,2028.941992798762
Soybean,Gujarat,7,2015,3.0917511938652362,1518.1180978530617
Wheat,Gujarat,12,2020,2.0990528678280342,1593.6294335864154
Wheat,Punjab,8,2017,3.2713534609777932,1506.714414277407
Jowar,UP,7,2023,4.420500549986655,2037.087956536568
Soybean,AP,11,2016,3.2823943927613755,1651.5093086083443
Soybean,AP,4,2021,2.260976344029836,1763.1585446202757
Wheat,Gujarat,12,2023,3.9006102563465532,2132.474351866696
Wheat,AP,7,2017,4.544296601863614,1820.3435239290213
Barley,WB,5,2017,2.707960237654779,1532.443682058078
Cotton,Haryana,12,2017,1.748732189921927,1179.4486994353392
Cotton,UP,10,2015,4.701949231322208,1570.69315813399
Barley,TN,7,2023,3.88776760257841,2127.9935121183444
Groundnut,Haryana,3,2023,4.970037043100536,2578.5957355061196
Soybean,WB,10,2020,3.9309034631653876,1858.0099508741548
Bajra,Punjab,11,2023,1.9347423415578593,1645.4312110307637
Soybean,UP,7,2023,3.016006266335094,1784.1251172915445
Jowar,Punjab,7,2015,1.6500209407857422,1073.1555760445526
Wheat,Maharashtra,2,2017,2.6952300115775607,1564.4931472778094
Soybean,MP,8,2017,4.248526432027614,1915.85815376286
Wheat,Punjab,7,2015,3.4447005221519134,1755.1421158800856
Soybean,Bihar,9,2020,3.106293530761576,1553.9699329936166
Jowar,MP,12,2018,4.467450118112511,2021.1526073042335
Groundnut,Gujarat,4,2022,2.1198637578155166,1895.1720819763732
Bajra,Gujarat,9,2020,3.3851824792220278,1685.0696810232885
Maize,Haryana,1,2018,3.765838915595479,1876.325919420046
Barley,WB,5,2019,4.740180189345376,2018.5086141000988
Barley,AP,10,2016,2.072806243380348,1393.5400340337085
Bajra,MP,7,2024,3.9734048463989478,2163.4783238516593
Soybean,TN,4,2015,1.660375158214369,1181.59667918845
Maize,UP,7,2021,3.4854185032712737,1822.8449718278996
Jowar,Maharashtra,12,2024,3.757459870280382,2064.079762589917
Cotton,WB,9,2017,4.439730092851484,1935.4550102486464
Soybean,WB,5,2017,2.6334123394908007,1604.5203825122383
Groundnut,Maharashtra,5,2020,3.9384269338521856,1966.8283523953232
Wheat,TN,2,2017,1.824433491716515,1556.1202107484942
Rice,Punjab,5,2021,2.2789408742247685,1540.700804896197
Soybean,TN,8,2021,4.207224565099345,1806.4597114125531
Rice,TN,4,2019,4.624285175524307,2271.189651499936
Soybean,MP,2,2015,1.5568713727775587,1259.0928269158069
Bajra,Bihar,8,2023,2.082496310210005,1562.8508518779256
Rice,UP,4,2016,2.2355669316421367,1453.3417656053152
Soybean,WB,5,2018,3.3178593330072363,1966.4615091838068
Barley,Haryana,12,2024,2.039624087462556,1867.0216455482675
Rice,AP,7,2024,4.916223453308037,2134.6222986455164
Soybean,TN,11,2016,2.8575173992296046,1489.0116650137486
Cotton,Maharashtra,5,2015,1.999861810770248,1277.9866080443005
Wheat,TN,10,2015,4.209817718703656,1781.543378467783
Cotton,Maharashtra,4,2015,3.466340095867393,1572.2005739536523
Maize,UP,7,2021,4.699358470329564,2135.2098590111445
Soybean,Gujarat,4,2023,4.774588175350827,2315.6408921243383
Sugarcane,UP,10,2015,4.495603269142761,1716.8477316481567
Groundnut,Haryana,12,2024,3.475192041186644,2075.3618040928136
Cotton,Bihar,4,2020,2.2791025925197608,1806.6964083950265
Rice,MP,2,2019,3.0000375772340018,1719.6916256934915
Bajra,Maharashtra,5,2017,3.1889151227248966,1574.737685248549
Groundnut,Bihar,8,2016,4.914334724571478,1890.3366306454518
Sugarcane,Maharashtra,4,2016,2.384138743524099,1424.2663593069715
Jowar,MP,11,2016,3.0215433050852942,1551.1914755292596
Soybean,UP,2,2021,3.4682039416991475,1967.3106218511064
Bajra,Punjab,9,2018,2.8689756638127886,1433.351780382061
Soybean,Bihar,6,2021,1.9221727480946242,1482.4945678363404
Maize,Maharashtra,3,2024,4.61654591205982,2450.3092837276968
Sugarcane,Bihar,10,2015,4.304243150488891,1657.4672040668117
Soybean,Bihar,11,2024,2.3977346031979865,1687.9585332482845
Rice,Maharashtra,5,2018,3.0661679836930986,1707.269363554965
Maize,MP,6,2023,4.073404138898339,2032.1082372364388
Barley,MP,9,2021,4.907497035565843,2105.7286635658556
Jowar,AP,5,2024,2.0862916762103167,1858.3142721187403
Sugarcane,AP,9,2020,3.7329523035765826,1803.8803411788956
Wheat,UP,1,2021,4.361429514442095,2079.235268226598
Bajra,WB,12,2016,1.5906624010539059,1154.7684225993646
Cotton,Bihar,10,2015,4.3384532558893465,1697.4301921100537
Soybean,Bihar,4,2024,4.264656376021545,2199.817496028404
Bajra,UP,1,2023,4.732188290002581,2238.1829104317662
Bajra,Haryana,2,2016,1.7954823349079865,1391.8124513874554
Wheat,UP,2,2016,1.9350052828492261,1461.928154098433
Wheat,WB,10,2017,3.3153921676950318,1731.683668944303
Maize,UP,11,2017,4.550688092546612,1788.9507582262252
Sugarcane,Haryana,5,2017,4.560786995379644,1906.4837644264132
Rice,MP,1,2018,3.95022314423692,1704.2829731889706
Jowar,Bihar,10,2015,3.0705970795526603,1441.3552882431254
Wheat,WB,3,2015,2.30896950756053,1342.40657964397
Wheat,Punjab,11,2018,3.1613812441573277,1718.9027849690117
Cotton,AP,6,2015,2.259724950301212,1381.793055720837
Barley,Gujarat,1,2018,4.205568922581803,1820.409878376691
Wheat,UP,12,2016,2.9752748409079866,1540.9770678422517
Barley,Maharashtra,11,2021,3.387767365689366,1830.0489877624343
Maize,MP,1,2020,3.8832670351030107,2094.072544530512
Rice,Bihar,3,2016,3.342490905921064,1762.831304959892
Bajra,Gujarat,9,2016,4.143577361542833,1598.7308542455069
Wheat,Maharashtra,2,2015,4.2512183354740305,2013.4427173530737
Soybean,Haryana,12,2018,2.3495704639240076,1408.9456744320419
Barley,UP,6,2016,2.543490295235892,1630.7211377093447
Cotton,AP,3,2019,1.7076241786379618,1547.831229573443
Jowar,AP,6,2018,1.8121827771613264,1281.9988770886225
Cotton,Punjab,11,2015,4.40316634594366,1656.3594072692924
Wheat,Gujarat,11,2019,2.248998870949567,1547.820944101161
Sugarcane,AP,7,2019,4.421322346712433,2064.9396906121783
Bajra,Haryana,7,2019,4.950573805836628,1958.6008551576165
Rice,Gujarat,2,2016,2.3498410414352975,1457.5600124490782
Soybean,Gujarat,3,2018,3.1113065702598393,1669.6221751360526
Sugarcane,AP,4,2019,3.379714939194381,1800.016131111808
Cotton,Gujarat,8,2020,4.799864702643525,1949.5826176102014
Barley,Bihar,5,2021,2.1252055645875827,1607.8300361005254
Barley,Punjab,1,2024,4.425931058668807,2308.8680800237944
Sugarcane,AP,9,2017,4.852237982979451,1785.7263565732235
Barley,Bihar,1,2017,3.4404580020877065,1742.2676669233226
Cotton,Punjab,2,2024,2.033375854354585,2003.531052236788
Sugarcane,MP,7,2016,2.6683159183276985,1308.4824032908555
Cotton,Punjab,11,2023,4.8568258231937005,2299.282838747056
Soybean,TN,3,2015,2.0887811607660423,1295.5918971770413
Bajra,Gujarat,6,2017,3.2067146391477,1623.2182312402063
Jowar,Haryana,8,2017,2.1645084215562775,1380.0207498008938
Soybean,AP,5,2022,4.664438432975071,2239.0426253195437
Soybean,MP,1,2020,3.5665257581173235,1971.4617367708672
Barley,TN,10,2017,4.731715424710625,1763.5849423492593
Wheat,Haryana,12,2015,4.81159549281711,1862.9923474207294
Groundnut,UP,3,2017,3.211390176109233,1650.632899137501
Barley,Haryana,11,2018,4.779859018715335,1968.185092326808
Wheat,Gujarat,2,2015,1.5024787213510857,1389.7485625419536
Cotton,Bihar,6,2017,2.1723711109602446,1558.8768074454297
Groundnut,Punjab,5,2018,4.068994429656632,1990.2792331539354
Barley,UP,7,2021,3.3427087497963597,1855.5989789827845
Groundnut,Punjab,2,2018,4.9683318588810135,2158.3682231394464
Groundnut,Gujarat,6,2015,4.244990376007179,1766.7804318145825
Maize,AP,11,2023,3.824438158768605,2122.1750021939424
Bajra,MP,5,2020,4.692590351240254,1935.1061479259556
Maize,UP,6,2023,2.6802035233634434,1840.0177118321776
Wheat,AP,5,2021,2.086526021282581,1688.738557715087
Rice,TN,7,2018,3.4147795100449176,1578.9833050979123
Sugarcane,AP,5,2015,2.3346591341751237,1171.128128852733
Jowar,Maharashtra,7,2021,2.3133502027397927,1536.4322625970392
Rice,UP,1,2023,2.572052758862889,1999.3932689225182
Sugarcane,AP,9,2020,3.862985569885834,2070.051140532479
Wheat,Bihar,6,2015,1.5825654395108877,1000.0
Wheat,Bihar,9,2023,4.474959583873522,2161.578919112281
Cotton,TN,1,2021,3.642163650772635,1956.5526925035228
Jowar,Punjab,2,2015,2.56559014855443,1458.1011177406522
Bajra,WB,7,2018,1.895865881041782,1259.0477333714612
Groundnut,AP,4,2019,4.2650859708164415,2045.3242475145466
Maize,Gujarat,10,2016,3.0275175881228824,1230.5491884694882
Maize,UP,1,2017,3.0235708109071266,1741.920176974191
Wheat,AP,5,2016,3.1458072790307794,1832.6092158116412
Maize,Punjab,4,2018,2.948823268864084,1669.8143551514395
Wheat,AP,6,2021,3.2965323971950875,1704.189966295058
Groundnut,WB,7,2019,3.7072831945992144,1644.904247573911
Wheat,MP,11,2021,3.0085436864288067,1709.26616792705
Cotton,WB,3,2015,4.90481009262,1845.0047856189422
Bajra,Gujarat,6,2017,2.8915888108569865,1571.605388307677
Soybean,WB,2,2016,2.2505385704713956,1533.146766173141
Barley,Gujarat,12,2015,4.930370326048568,1847.0201741986698
Bajra,Punjab,10,2019,2.5363853649823858,1504.2742968710934
Bajra,UP,4,2017,3.6728304881254776,1885.6386530275547
Rice,WB,10,2022,4.400099363562742,2004.1976464597847
Jowar,Bihar,9,2019,1.5138416192612159,1438.7126387005296
Jowar,TN,7,2019,2.4899165721422944,1622.0542987303602
Sugarcane,WB,2,2021,3.361364619215702,1980.2415710720654
Barley,UP,6,2022,3.0955867551709173,1867.01796418498
Groundnut,Punjab,4,2015,1.75479079513743,1367.6436100390451
Soybean,Bihar,8,2019,3.064697286469406,1734.5162000934035
Soybean,Gujarat,12,2023,1.870823938041871,1665.1692712004626
Jowar,Bihar,8,2023,2.37454400399021,1767.0422269081037
Bajra,WB,1,2021,4.120758262949124,2139.506865898968
Cotton,Punjab,8,2018,2.1250009218299946,1236.7104264256413
Sugarcane,Gujarat,10,2016,3.8284810328647496,1762.707047449624
Wheat,Haryana,7,2019,4.90525571340816,2013.4080777847319
Sugarcane,Maharashtra,1,2018,2.364441125131254,1455.6508729535005
Rice,AP,3,2015,2.408415320813345,1580.601206446312
Sugarcane,MP,5,2021,4.835823520277546,2211.5398740464366
Bajra,UP,3,2017,3.827986578007024,1766.8196392942687
Groundnut,UP,3,2020,4.195363711986106,2169.0495204475064
Bajra,UP,1,2019,4.270297385848666,1992.667276565415
Jowar,Haryana,8,2018,4.054503218440051,1766.4636012910628
Groundnut,Punjab,9,2017,4.918791580935506,1926.0579992186797
Maize,Bihar,5,2023,2.461608880244138,1667.2767341649799
Groundnut,Gujarat,1,2019,3.3142930163982802,1854.0399396470134
Sugarcane,Bihar,1,2024,3.8242744998502305,2248.959478357204
Sugarcane,Bihar,9,2021,3.975413966343392,1910.3783574808415
Sugarcane,MP,1,2018,2.1725423315033696,1544.605198936677
Maize,UP,9,2015,4.564275623458445,1862.3735356945165
Jowar,UP,3,2016,4.351607076361676,1768.6143132503862
Wheat,Haryana,3,2024,2.424589819633085,1997.3723127889546
Barley,Bihar,4,2019,3.403881822202461,1903.0633680888436
Jowar,MP,5,2022,2.5314812752749427,1666.2430981349287
Sugarcane,Maharashtra,6,2022,2.780606400682659,1805.023500341368
Jowar,Haryana,6,2022,3.3674921341574584,2005.8948459836201
Rice,Haryana,10,2023,3.388191256145406,1952.1477716026673
Soybean,AP,9,2016,3.362205943213021,1508.418210133236
Soybean,Maharashtra,1,2018,3.4049068542338623,1717.26224702422
Barley,UP,9,2024,3.7264573981094493,2007.9132073212577
Barley,Bihar,4,2020,1.5549741249690394,1532.7270212019198
Wheat,UP,7,2020,1.9893783998311352,1538.2170669126024
Rice,Haryana,6,2019,3.145970290872346,1661.7445080822092
Bajra,UP,9,2016,3.979366742286636,1631.062295447275
Jowar,Punjab,2,2022,3.282435406890486,2089.7829521899066
Groundnut,WB,11,2015,3.701298408703718,1711.0611852035413
Groundnut,Maharashtra,2,2015,4.897430333532525,1869.3701799592382
Bajra,Bihar,7,2015,4.055230314971408,1536.305268661408
Soybean,Maharashtra,12,2023,4.789533304033369,2044.2756226441477
Bajra,AP,9,2019,1.5665192268454375,1276.154982167734
Jowar,UP,5,2016,3.0650549897991746,1786.776409603028
Rice,UP,7,2015,2.740804750144043,1453.1787166280537
Sugarcane,Bihar,11,2018,3.9693346652724513,1880.8356759841854
Maize,Bihar,8,2016,4.753027506692511,1819.7288128962912
Sugarcane,Punjab,8,2017,1.6409875132770555,1307.2393280972042
Maize,MP,4,2016,1.700567084145704,1328.611792090624
Groundnut,TN,10,2022,3.8549244830837446,1951.674811184581
Barley,AP,7,2017,2.7111908095115798,1550.8278791282814
Jowar,UP,1,2016,2.2105730053458554,1573.031698404342
Sugarcane,Bihar,4,2020,4.841500386813298,2252.5803585413746
Bajra,Bihar,12,2021,1.5491362100852462,1507.8955918607178
Rice,WB,5,2023,2.4589289626854165,1740.7193899686833
Rice,AP,10,2024,2.6609343233063285,1766.610381500446
Soybean,TN,12,2018,4.239736437761083,1944.466812692561
Rice,WB,7,2019,3.4660937502523095,1718.2102707886079
Rice,Haryana,12,2020,2.6493072118127534,1576.7128853769884
Barley,AP,6,2017,2.0941370357528006,1480.9165775860642
Bajra,AP,4,2017,2.262582486334108,1534.4135414154266
Groundnut,Haryana,3,2017,1.635359677936476,1352.2553268232273
Rice,Maharashtra,11,2019,4.429025440786383,1717.1159666720005
Groundnut,Gujarat,6,2020,1.910149019479592,1535.8851848344148
Barley,Punjab,10,2023,4.380662888597437,2049.9894556924664
Rice,WB,12,2023,1.9871170738822046,1948.1687581690214
Jowar,Gujarat,5,2019,4.670677630308883,2221.9870920878884
Soybean,Haryana,12,2022,3.87478778500422,1913.2811929149304
Sugarcane,Bihar,3,2021,2.7321147997076936,1965.9666505611976
Jowar,WB,4,2018,2.874428683101531,1721.1608014157334
Cotton,Gujarat,2,2015,2.4959603152486762,1590.0865061823174
Wheat,TN,9,2017,2.2395151434749643,1618.875165149042
Rice,Punjab,7,2024,4.688738698429013,2185.864144252501
Groundnut,TN,12,2019,2.1454726273756526,1484.836225559014
Wheat,Bihar,10,2024,2.1158197057311834,1591.9478841688447
Maize,Maharashtra,3,2017,2.7609236921059246,1738.856629608616
Rice,AP,8,2018,4.945115338422324,2034.3342445412695
Cotton,Haryana,8,2023,3.1272102913549533,2015.506321574028
Barley,WB,11,2023,2.7437144685055683,1862.5335009574867
Soybean,MP,1,2023,4.994926798347788,2207.246815579271
Cotton,TN,5,2023,4.090146301357326,2317.6613375815236
Groundnut,Maharashtra,5,2015,4.806188591437504,1943.3821433195453
Barley,WB,12,2023,2.371230584635165,1748.9074988635002
Sugarcane,Maharashtra,3,2016,4.139687232408521,1787.4055942936816
Barley,AP,2,2022,4.617261177604603,2354.1853785263315
Rice,Maharashtra,1,2023,3.352768283894404,1881.2371523633092
Wheat,WB,4,2022,2.9835899491916904,2115.3209720839004
Wheat,AP,12,2023,2.535850806201667,1805.2191021974952
Groundnut,Punjab,11,2019,3.4854651945002155,1526.6983191271943
Barley,Gujarat,10,2024,2.1724901280995867,1735.0280517652634
Cotton,MP,2,2021,3.0114619419096744,1914.0810972226227
Groundnut,Maharashtra,5,2017,3.88889596424369,1808.5938297650841
Soybean,Punjab,12,2018,3.7832461681510523,1987.7509540438762
Groundnut,MP,11,2018,3.949627461819907,1898.5976407953594
Groundnut,Maharashtra,10,2024,3.5529252109489136,1838.116977595188
Sugarcane,WB,12,2018,1.5092062537107205,1412.3280699463244
Jowar,Maharashtra,2,2022,1.5935740056950038,1745.094499865446
Rice,MP,1,2016,3.5309106147698364,1660.0686072012975
Sugarcane,WB,10,2016,4.880866798160951,1808.651690432214
Wheat,Gujarat,10,2019,2.1805731650026297,1446.2680751024568
Wheat,Haryana,12,2020,4.010839868904487,1801.5846989431932
Maize,Maharashtra,10,2018,3.0162205686347345,1530.8928597538136
Maize,Bihar,10,2021,1.986836093845661,1514.573525365896
Cotton,Haryana,9,2024,1.6164746972625654,1686.7517063274813
Wheat,TN,2,2018,3.9968130191101143,1871.8108787073422
Jowar,WB,10,2022,2.003776906570581,1571.6054967781597
Sugarcane,UP,4,2016,2.544503339117707,1450.6511999990857
Soybean,WB,3,2024,2.9048236815547495,1955.1657615584363
Jowar,Maharashtra,1,2018,3.9705557949545067,1816.2156006478724
Maize,WB,8,2021,2.856675684000428,1633.2933472447799
Barley,MP,2,2019,2.852016028509609,1770.668893238489
Jowar,Gujarat,11,2024,4.279818346057156,2205.2132851825954
Jowar,AP,8,2016,1.5244339875260415,1263.2041884648547
Jowar,AP,12,2017,4.1384994125776124,1700.445432037258
Jowar,WB,1,2018,3.3258786049452036,1805.2147628681937
Jowar,WB,6,2019,3.395885413240552,1629.488370894211
Maize,Gujarat,4,2021,2.7094497371880073,1559.8177238014964
Wheat,AP,3,2017,1.8237040716259052,1501.915653196487
Groundnut,Punjab,1,2023,1.8179171802829681,1733.6022162981544
Jowar,Maharashtra,10,2024,2.692940842575501,1903.8367344271257
Jowar,Haryana,11,2017,4.021441536720407,1652.5078934498663
Rice,Punjab,12,2019,4.620762579448314,1979.4024894614404
Wheat,Gujarat,1,2019,4.342786290801183,2059.213870125856
Groundnut,WB,11,2021,4.292713997794027,1976.6513954119182
Soybean,Maharashtra,7,2020,1.5200663081733574,1376.1678127437208
Soybean,Bihar,6,2017,2.170658352655491,1466.160922754518
Barley,Bihar,3,2015,4.807807678861051,2061.8481632947796
Bajra,TN,12,2020,4.545582343716157,2194.259820106856
Sugarcane,TN,12,2020,1.943557211292795,1613.3581860310176
Rice,Maharashtra,2,2018,3.726582515160633,1795.792738599829
Wheat,UP,10,2016,3.0159437176758788,1356.958495410926
Wheat,WB,3,2023,1.5268924455973913,1986.8820235715339
Bajra,MP,12,2020,4.300533700307042,1962.9668039996418
Barley,Bihar,8,2015,4.8009719643937325,1740.1743214727378
Cotton,WB,11,2022,4.722722822084641,2147.53013448736
Maize,WB,7,2024,2.8449679474573957,1712.6639969537378
Barley,Gujarat,12,2021,4.257352090430342,1955.1488471022692
Groundnut,AP,7,2020,3.242924700489961,1801.281557888228
Barley,Punjab,5,2015,4.929961295638282,1778.4631048388535
Bajra,Bihar,12,2024,4.871500564766334,2259.170460819106
Bajra,TN,10,2019,4.206735725917075,1737.0575868114174
Sugarcane,WB,3,2018,3.149658124318161,1714.374261083415
Rice,Haryana,1,2021,4.656778681245417,2144.8566345713357
Jowar,Punjab,1,2016,2.283849336766907,1540.192077609433
Soybean,AP,6,2015,2.249773176351596,1436.5636309732695
Bajra,TN,4,2021,3.453826007103987,1979.999103977557
Sugarcane,Gujarat,7,2022,4.366662012861042,2052.6748261500293
Maize,Bihar,10,2019,1.7173575342147869,1207.9689695927937
Soybean,Maharashtra,10,2022,4.246440933034544,1853.9083740499404
Cotton,Haryana,10,2018,4.822631781306707,1952.6280513825468
Wheat,Bihar,1,2022,3.4109928989411213,2105.792059231786
Maize,MP,6,2017,2.247450164346565,1466.4047221928324
Cotton,AP,7,2021,3.7108505112837835,1902.1488934548106
Soybean,AP,1,2020,2.188897941628955,1839.0846848887709
Maize,Bihar,2,2015,2.866647452878739,1629.8644690602666
Sugarcane,AP,9,2019,3.948706260884981,1659.4980140886905
Cotton,Maharashtra,9,2018,2.8347542151641325,1393.7076709753305
Wheat,Gujarat,6,2020,3.195282640786007,1739.3468118700741
Jowar,Maharashtra,11,2023,3.4083851060975165,1818.326044831953
Sugarcane,MP,4,2018,2.6879793228431867,1610.2815201653984
Groundnut,Gujarat,7,2016,1.7671237470984529,1251.5886863982234
Wheat,UP,5,2022,3.288141273373624,1829.296149720531
Rice,TN,3,2015,3.207345188280747,1636.8734756211622
Barley,Bihar,4,2020,2.992723139921651,1853.882883648422
Rice,Gujarat,2,2018,2.1456969054653516,1792.5311460537853
Bajra,Gujarat,6,2020,1.6830428674347289,1467.3530809341662
Jowar,MP,3,2017,4.393234771950123,1931.3755182660777
Groundnut,Maharashtra,7,2023,3.363107952622763,2108.6496134285962
Groundnut,MP,4,2017,4.9310195097403735,1921.9972913875574
Barley,Maharashtra,8,2017,4.922383381448658,2145.5753065260706
Cotton,Gujarat,11,2019,3.530260417591418,1788.4134930282257
Barley,AP,1,2021,3.2154288972935294,2005.4770850827354
Bajra,AP,9,2020,2.1525759688502863,1443.4364260016698
Rice,Maharashtra,3,2021,2.8276750044851555,1726.3298562208795
Groundnut,Punjab,3,2023,4.24900825829232,2126.839127152773
Rice,Punjab,5,2017,4.871284052979547,2069.443502347615
Wheat,UP,10,2019,3.599397928616922,1926.525694384708
Jowar,Haryana,1,2019,3.6591042254555624,1768.221773709802
Maize,Punjab,3,2017,4.798600258734778,2078.6373042196756
Bajra,Punjab,4,2024,1.9442962229668876,1673.6248316404942
Maize,Maharashtra,2,2023,3.6414420679659174,2236.542807167264
Bajra,WB,12,2023,3.548996587376952,2042.3725682664738
Soybean,AP,6,2020,2.2178354682030084,1427.2262944216898
Jowar,UP,10,2019,4.208356518396378,1878.4388621865023
Wheat,Punjab,4,2018,1.9172065958230706,1564.9783349939626
Jowar,Bihar,1,2018,1.7213471955844313,1557.118178336628
Cotton,AP,3,2019,3.2014735878279668,1882.8266338710928
Bajra,MP,7,2016,2.5490240990329456,1102.9230694301777
Maize,Haryana,3,2022,3.0264780376997296,1737.7061298911453
Bajra,TN,6,2021,1.8940653829657799,1626.0659301992275
