N,P,K,ph,organic_matter,region,soil_status
133,133,49,5.807997246993576,1.4765338839830449,UP,Poor
25,72,100,5.128085696042966,1.4317602413520563,Bihar,Poor
138,53,25,5.269606080619079,1.163919514366889,AP,Poor
16,22,85,6.9885929368250395,2.4155641160696906,Bihar,Moderate
91,68,57,4.407764673258257,3.4484848992101984,WB,Moderate
30,100,161,4.293725681289143,0.9998353803917572,Gujarat,Poor
106,32,180,7.137565232877245,1.1965665782580632,UP,Poor
110,29,117,8.909547347015964,1.37112239494468,Haryana,Poor
100,34,151,6.417142071447722,3.3127131527203244,Haryana,Good
111,106,186,6.06641663511844,2.377464756727123,TN,Moderate
61,121,82,8.735988513729694,1.1380048029414818,Punjab,Poor
111,110,131,5.204952905447868,2.911967202938467,Punjab,Moderate
115,78,123,5.202705165674593,3.268618088362178,Haryana,Moderate
34,73,107,8.525580565303327,1.7103265830580865,Maharashtra,Moderate
27,12,91,7.234655897994813,1.0184506679410117,Maharashtra,Poor
102,127,109,4.26891894193826,1.4297496664620142,Maharashtra,Poor
124,101,6,7.369887039602224,1.1513442578254036,Maharashtra,Poor
101,105,119,8.100157706282534,1.1042810533585297,Maharashtra,Poor
136,5,36,5.369766588709815,1.012366212458749,AP,Poor
20,99,106,5.914464371407581,3.128143461382458,Maharashtra,Moderate
51,11,66,4.988383089459375,0.7576640613725306,TN,Poor
96,66,101,7.166731347409218,1.7400485886306347,Bihar,Moderate
50,115,126,7.320974345970681,0.5442051992544368,MP,Poor
82,91,139,4.342679157089861,1.3801858995521603,Punjab,Poor
54,91,102,7.388523254595496,2.6208054932432376,Haryana,Good
76,127,200,7.292272920757635,1.1085072705921175,MP,Poor
126,12,88,4.175672292115097,3.496188949162428,TN,Moderate
92,68,154,6.776850380674359,0.6448977264610543,MP,Poor
87,140,161,7.069692167928327,0.9094510034063316,AP,Poor
79,135,111,6.150778285909184,2.8606429057946112,Haryana,Good
91,131,105,8.506585877977315,3.4279950699343877,Punjab,Moderate
46,131,135,5.641846596985605,3.3620390185393423,TN,Moderate
37,120,26,4.335891860009228,2.894709336241653,Gujarat,Moderate
138,53,88,7.359264974853276,3.418959705767181,Maharashtra,Good
14,134,93,7.026101261716597,3.022383347984457,Gujarat,Good
0,131,110,8.94529255291481,0.6740743891882232,Bihar,Poor
134,141,185,5.15654140488131,3.036902352828875,UP,Moderate
0,50,97,5.977471932069052,1.951339807537076,TN,Moderate
48,69,189,6.305898984803248,1.8702596387222092,Haryana,Moderate
95,94,142,8.30753943593256,0.5075819505199799,Gujarat,Poor
25,33,107,6.072839958645508,2.360771494799675,AP,Moderate
86,37,105,7.860741622624841,2.514826019099854,MP,Moderate
92,32,44,4.784713632606281,2.872146326885412,WB,Moderate
101,99,118,6.048921968726093,1.4778589596594736,AP,Poor
70,87,152,4.774887241579836,0.8844008049904516,Punjab,Poor
139,116,129,8.748394324705096,1.8195509324014165,Gujarat,Moderate
94,118,91,4.888786521792271,1.5868637913474442,Punjab,Moderate
117,33,15,6.095363667752181,2.759399729924807,TN,Good
118,143,140,4.411303614799923,1.188316336428728,TN,Poor
50,106,97,8.60691760999041,0.9145129374583659,Gujarat,Poor
80,108,40,7.119093837179005,1.8205564436941564,Punjab,Moderate
35,52,157,8.812281312905236,2.3839687722076945,Bihar,Moderate
66,128,171,4.211358176108881,1.3429928515190261,MP,Poor
128,115,102,4.874892544770965,0.8432994836289336,Gujarat,Poor
113,28,115,5.900244133231814,1.8173491742408494,MP,Moderate
110,27,100,7.106799507978218,3.385632038220503,Haryana,Good
99,20,66,5.64758836536009,3.4019434176310397,Bihar,Moderate
108,31,109,7.559370101991953,2.62605694006993,Haryana,Moderate
119,137,153,4.8256477344083315,2.8314602431421303,UP,Moderate
78,39,151,7.003182792891046,1.1105304109170344,AP,Poor
133,60,157,5.989830888539699,1.6239617768225,TN,Moderate
18,131,91,6.541204893492601,2.3142624616301783,TN,Moderate
126,142,137,6.8481653053544225,2.7512498653259057,WB,Good
28,42,131,4.299479401302033,0.9998748005803916,MP,Poor
23,13,87,8.620121306384323,1.8728851177781805,TN,Moderate
9,73,16,7.930459175756303,0.9882631413028138,Punjab,Poor
104,9,107,6.212278943698622,2.4000757017501257,Haryana,Moderate
54,88,157,6.7373474921371015,2.816486621745497,Gujarat,Good
1,143,9,4.162678015136425,2.9999254133444833,Bihar,Moderate
134,64,80,6.489736667540171,2.697095469011759,Bihar,Good
110,139,159,6.131579706377048,0.9774354607233011,Bihar,Poor
37,71,8,5.872426334595245,2.985235813251082,AP,Moderate
130,73,120,8.076760668188221,1.5032417426494737,Gujarat,Moderate
101,81,87,4.909621872615158,3.0072989901727167,Haryana,Moderate
94,122,177,4.881551247670042,1.2527018552342422,Gujarat,Poor
91,16,179,6.608389130488952,1.9271097687528331,TN,Moderate
70,31,110,7.4357191442496795,2.2297151825532437,Bihar,Moderate
23,89,160,4.112202647543322,0.6041646409664704,WB,Poor
67,112,39,6.729202451224845,3.211083696170988,TN,Good
127,59,148,5.493495643643644,2.0346298593750944,Bihar,Moderate
92,56,144,7.784407590105014,1.076125309111695,MP,Poor
43,41,84,6.344359534883051,0.9824357848683181,TN,Poor
132,117,79,8.17037632528854,2.5596447218468805,AP,Moderate
54,124,47,5.9848798776014815,0.7451993599698654,UP,Poor
28,19,32,8.135447743871493,1.8194651568031803,MP,Moderate
36,88,85,7.582535421070882,2.1208294561541248,TN,Moderate
114,87,23,8.141286933952616,1.199393229334599,Punjab,Poor
2,69,200,8.062102316083331,0.8875995590012951,WB,Poor
121,7,78,6.431822092416613,1.972119617669422,Gujarat,Moderate
42,109,127,5.840457040594009,1.5209833085457989,UP,Moderate
6,137,59,7.825724204400412,0.9207248585062308,Gujarat,Poor
124,141,87,5.8076203839146965,1.1311208051722557,WB,Poor
48,133,168,4.446982851930292,1.9128190440561421,TN,Moderate
120,34,66,8.2942232370344,0.8991511935089217,Gujarat,Poor
72,75,111,5.9859911843064495,3.308357995832326,Punjab,Moderate
40,97,171,4.663019753815344,2.8263674611992986,MP,Moderate
105,31,120,7.232384063449751,1.4766735112530731,UP,Poor
76,67,45,8.44886623915653,1.275067286310372,Maharashtra,Poor
126,85,192,8.30482760501414,3.1228865204517127,MP,Moderate
90,35,90,6.7722341036283575,1.780784159692585,Bihar,Moderate
7,118,70,4.440355585086477,3.0881534710002114,Bihar,Moderate
31,106,191,7.483015409293545,2.7273691304848775,UP,Good
63,97,101,7.044143500767909,0.7763540245798609,WB,Poor
137,139,172,5.050741694696169,2.940811810731347,Maharashtra,Moderate
12,75,23,8.50270128160777,2.119643129793021,TN,Moderate
92,90,59,4.433338686178672,2.532800421479296,Bihar,Moderate
60,140,116,5.865191292773858,1.157013398990002,UP,Poor
7,32,50,4.4726652656332835,0.5008117263169394,Bihar,Poor
28,86,8,8.559724283141762,1.5010642796340483,Gujarat,Moderate
94,99,194,4.1769206455473595,1.0718820149443333,TN,Poor
40,21,29,6.1288238841198,1.8056495436959,Bihar,Moderate
10,143,67,8.30889343336864,0.7726934331490806,WB,Poor
1,99,202,5.256911695511124,3.185138902244191,Punjab,Moderate
130,125,115,4.525061352808976,0.8561716148247425,WB,Poor
79,10,17,4.635021657908518,2.7925547916790237,MP,Moderate
86,16,119,6.024675471050747,3.3179735950016416,Bihar,Good
105,91,90,6.1429092964655645,0.9446853991932057,AP,Poor
138,107,8,7.590384686797981,1.5394303807710177,AP,Moderate
16,108,6,5.189643320324191,2.693187464290317,Bihar,Moderate
22,39,71,7.509198397972389,2.643386234133186,Haryana,Moderate
47,71,114,8.99487989526285,0.6121851508237354,Maharashtra,Poor
19,110,34,8.32125436465644,0.7120821645462864,Maharashtra,Poor
1,96,136,7.177871703488881,0.8604188969803881,Punjab,Poor
87,67,52,8.699562505265499,2.2040655968145297,Bihar,Moderate
30,87,47,8.9555458622857,0.6651293254446018,MP,Poor
129,86,97,6.8513694568055215,2.2652298437736227,Punjab,Moderate
77,35,177,5.368150628632823,1.527385951128624,AP,Moderate
3,41,145,8.574916297990361,2.5082313001692613,AP,Moderate
127,137,51,8.220973877938091,2.846127000756155,Haryana,Moderate
133,119,32,4.42305630751943,2.8741979717423103,Gujarat,Moderate
30,125,41,8.681873508911169,0.6129044726634122,TN,Poor
137,136,32,5.831099186025993,3.3415859812803452,UP,Moderate
20,122,159,5.610429544227497,2.2599388603606028,UP,Moderate
22,42,162,5.7163467858206864,3.1870972864094056,MP,Moderate
130,114,138,5.600091574859624,2.3454355442282764,WB,Moderate
28,30,124,6.5801258975559715,1.95235108353999,Haryana,Moderate
104,131,13,6.898868608857563,2.689185847526658,Gujarat,Good
51,56,138,6.1281771871222945,1.158263788836565,Haryana,Poor
114,122,161,6.062894786002518,0.809678669049467,TN,Poor
100,65,74,7.6865689731276605,0.771494659084727,MP,Poor
83,143,90,4.015137691389616,3.047408205362968,WB,Moderate
60,115,70,8.734432307771485,3.2373343758459834,TN,Moderate
124,53,99,7.572168280680982,2.943241996828192,WB,Moderate
70,111,185,7.536262642917088,3.2133008926117075,Bihar,Moderate
69,97,74,6.1098168310429255,3.4543272716333457,Punjab,Good
138,128,9,8.828934108191412,2.0781766396697234,TN,Moderate
107,65,24,4.00161615840407,0.9616417091717289,AP,Poor
20,144,144,4.382407050580139,2.323779556818326,Bihar,Moderate
130,62,106,8.020321515709494,1.5616798089399868,TN,Moderate
81,15,106,7.693504405673599,1.5393457893051434,AP,Moderate
87,143,140,5.356777480821845,2.6834243325984137,MP,Moderate
110,126,124,6.973799400643426,0.7719520642863162,Haryana,Poor
9,109,190,6.660264255923809,0.6125945286161266,TN,Poor
11,40,53,6.635573720767961,2.585823403555408,TN,Good
6,134,68,6.977806521933545,1.2821893564480655,WB,Poor
113,91,182,8.968676485063456,1.6565035855196912,AP,Moderate
25,65,101,8.93672471598931,1.4228989548338782,MP,Poor
14,82,43,8.908408471174816,2.344523625229359,Gujarat,Moderate
32,53,44,6.743421954735186,0.9635466173573966,MP,Poor
61,144,35,5.590469464511675,2.661764163413756,Punjab,Moderate
46,10,7,6.800550192179065,3.2747808698544345,TN,Good
94,48,76,7.113442466733538,3.0083260642680316,Gujarat,Good
34,27,34,5.557190343680505,3.221110908255015,TN,Moderate
75,119,99,7.163879574843695,3.311212570616027,Bihar,Good
122,102,33,7.109971367696824,1.6170025470890586,WB,Moderate
82,112,202,8.517357061658142,2.8872205426205606,UP,Moderate
24,100,60,5.188018189227025,1.9844768446536882,AP,Moderate
56,30,198,7.488049128967174,1.3093195095286996,TN,Poor
31,139,91,6.253806865470671,2.7406460724425643,AP,Good
62,37,112,4.649578373442216,1.2323857306120067,Bihar,Poor
11,86,67,5.580913366566888,0.828861615854594,Maharashtra,Poor
62,99,34,4.286385172235145,2.613858676265136,UP,Moderate
76,133,57,5.596664159261663,1.3626650407855387,UP,Poor
91,11,50,4.345068236382415,1.4177563222076461,WB,Poor
0,128,107,8.627225279488991,3.143368500154768,TN,Moderate
69,62,141,4.508729783398685,0.9066176761337033,TN,Poor
135,90,11,8.086706802317922,2.7945380535837416,Haryana,Moderate
132,38,67,8.530632051847565,1.6586376211540892,WB,Moderate
85,55,179,6.338352789974163,3.1790310528211583,AP,Good
38,124,48,4.269631080007759,1.821032602632131,Punjab,Moderate
22,142,181,6.978928417128845,1.7270686726120767,Gujarat,Moderate
67,115,83,5.1738419187822435,1.7895983341188164,MP,Moderate
3,110,194,4.883292018359804,3.013071367891099,TN,Moderate
125,30,63,6.833819449253426,0.5315306163080866,TN,Poor
20,36,79,5.781911974189234,2.614589059441911,Bihar,Moderate
104,128,88,7.65189288423241,1.1157209419154472,WB,Poor
65,16,17,6.956255276643827,3.146376551400156,Maharashtra,Good
6,91,162,8.146706368606974,1.6277799624030693,MP,Moderate
48,82,108,4.2919293183500935,1.516866733091089,WB,Moderate
15,38,107,5.1745952236258175,2.637873146606008,UP,Moderate
83,74,88,6.83494842012904,2.667347046023825,Punjab,Good
86,12,113,8.402141162227327,2.401132947741816,Haryana,Moderate
97,85,47,8.067158364066088,1.4894246829079432,WB,Poor
74,30,183,7.397656694678142,2.331059155241494,Gujarat,Moderate
33,61,106,6.870360176872808,0.6627977666238134,MP,Poor
25,139,12,7.157296185012234,3.3655394280374056,WB,Good
65,30,41,5.068038760579206,1.8581354358198157,AP,Moderate
124,118,110,6.975965937596037,1.4134332554365538,WB,Poor
62,122,101,6.468807946392527,3.082336952718149,Bihar,Good
86,120,94,5.922172405182866,1.4725159586378467,Punjab,Poor
40,51,112,8.438652585445169,3.4915202676968264,Maharashtra,Moderate
97,106,124,8.147078623735403,2.571798643347888,WB,Moderate
123,128,196,4.383678298756591,2.4487341077916573,MP,Moderate
78,28,43,8.928647207881557,0.9555696801832045,UP,Poor
9,34,140,5.149921014862984,2.329588106043525,Maharashtra,Moderate
14,58,66,5.0766969367095145,0.9653748023331217,Gujarat,Poor
41,71,43,8.719081231583619,2.8508124697665838,UP,Moderate
92,36,146,6.224012139843342,0.9152071896042352,Gujarat,Poor
16,12,56,8.026823517968522,1.5764981193009422,AP,Moderate
8,50,61,5.44101139511962,1.9301983525352022,Bihar,Moderate
113,84,153,8.365855580278986,2.9155806907778157,Maharashtra,Moderate
35,39,27,8.161523826857257,2.398280597549697,UP,Moderate
35,93,136,6.597393358083105,2.7439020819231175,Punjab,Good
47,83,175,7.525279799263726,1.2319223313745735,Punjab,Poor
50,140,143,8.820140805042069,1.2117903452916408,Bihar,Poor
96,38,88,6.260227199637314,1.6418598074436965,Bihar,Moderate
118,29,23,6.4710243733513515,0.5560426073498734,Punjab,Poor
94,117,69,7.61401876086908,2.992112401468076,Maharashtra,Moderate
69,87,99,5.932132803282059,1.6099059609188748,TN,Moderate
73,47,134,8.806148623403585,0.7026609128199797,MP,Poor
79,130,109,4.202178849432063,3.116646395604515,AP,Moderate
67,17,181,6.016889478955181,3.403479208074823,WB,Good
76,129,201,7.569255335200811,2.4397536135996383,Maharashtra,Moderate
115,80,166,6.146903129107822,1.5697648269388718,Haryana,Moderate
5,91,8,5.296243046518441,1.7412709596951341,TN,Moderate
74,108,43,6.06727078778894,1.2684669904552126,Gujarat,Poor
87,134,53,8.4075839880235,2.633826052369519,Maharashtra,Moderate
2,44,135,6.735036262703839,1.5682162271062796,Gujarat,Moderate
51,27,158,5.6755509641416655,0.5974513799824689,Punjab,Poor
73,73,45,7.357614920881171,0.6384865432377129,Gujarat,Poor
124,38,69,7.059225304620272,2.3442486915696676,Bihar,Moderate
64,59,126,6.802234076965991,1.3711520218479731,Maharashtra,Poor
51,110,148,5.955786353725905,1.0057749148808137,AP,Poor
75,8,190,4.3610015381057465,2.1570951500336,Gujarat,Moderate
88,74,39,7.103657475562959,1.3353094828615624,MP,Poor
71,51,148,6.0989438170549874,0.7200058835629123,TN,Poor
67,118,37,6.143820441270072,1.0807471714757402,UP,Poor
137,121,163,5.170402173149828,2.833720159641386,AP,Moderate
114,122,154,5.2471000020687075,3.056034400994717,Haryana,Moderate
56,11,65,7.937306526192428,3.1164428867583958,Maharashtra,Moderate
65,117,112,6.396823977180688,2.104498627550532,Punjab,Moderate
89,102,196,4.546489546038233,3.3528533961977,MP,Moderate
49,33,202,4.229254824466833,0.9550064657863738,Gujarat,Poor
13,119,167,5.1235773363942085,2.5350684733093445,TN,Moderate
15,144,43,6.437208928938026,2.6127847312025962,WB,Good
41,41,135,7.0862504683751,0.6595562095910351,Gujarat,Poor
109,38,100,4.718393853634526,1.3473429239962416,Gujarat,Poor
21,138,145,6.169295232050184,3.347144406564259,MP,Good
67,100,18,4.362760913862773,2.7770867162495816,WB,Moderate
18,77,173,4.188629440112783,0.6640817891537876,UP,Poor
65,126,140,8.316739696522422,2.122381492094082,MP,Moderate
72,14,115,7.2916710981851915,2.445866545327973,Punjab,Moderate
53,33,23,7.905468927108124,3.41925018524757,Punjab,Moderate
111,143,113,4.909387132057081,2.6493023902025636,MP,Moderate
17,96,146,5.610788416100451,2.4159618641618836,TN,Moderate
116,60,182,6.218956516060564,3.225582393657863,Punjab,Good
84,89,103,7.290171723867929,2.4828118032923134,Haryana,Moderate
138,99,65,6.674218838812284,3.2963661822237644,Bihar,Good
38,62,168,6.757286239506929,1.9783284786995292,WB,Moderate
104,56,71,4.784714243897655,2.655695092546986,Haryana,Moderate
67,65,81,6.3739350798441405,2.395263974907908,WB,Moderate
24,21,96,8.11899144032208,2.157578070398403,Bihar,Moderate
122,34,49,6.5473042619245945,1.4722837636238002,Maharashtra,Poor
120,76,95,4.998709044994483,3.2113352876186423,UP,Moderate
60,41,76,6.066985948835076,1.3101339568666117,Gujarat,Poor
99,137,139,7.77404317459163,0.9781682928165032,Maharashtra,Poor
50,84,117,4.674962097792344,2.6361503337351375,Haryana,Moderate
97,133,26,6.902316925281962,2.1396585169049485,Gujarat,Moderate
136,141,106,8.826573591265424,1.288581992421559,Gujarat,Poor
1,75,141,5.9015095489486775,3.1109229686108715,Bihar,Moderate
4,111,64,4.2182062158255285,1.358621218282956,Bihar,Poor
85,137,46,7.165520020098679,0.6913462220664769,Maharashtra,Poor
132,125,63,4.235517576695258,0.5461001513549515,UP,Poor
67,79,172,4.958028321789409,3.2685650403406585,Haryana,Moderate
8,72,33,4.241986380763438,1.7065343002331874,UP,Moderate
92,142,187,4.853253064176966,1.140466719773638,MP,Poor
137,102,196,8.274661086864201,2.2013042432921797,AP,Moderate
124,136,105,7.674256588429174,1.963656994278395,WB,Moderate
60,56,118,5.709263194044324,3.4995279599570805,Punjab,Moderate
50,78,116,8.485689107738214,3.1655149262963485,WB,Moderate
9,22,46,7.325911078673144,1.3133068972130884,UP,Poor
133,80,33,6.238732978435419,2.5931284319169494,MP,Good
61,112,25,4.341664406169416,1.6615241021526317,Gujarat,Moderate
112,64,101,7.653606842548381,1.5933129886390747,WB,Moderate
132,41,195,5.877630627696196,1.6013219864670907,Haryana,Moderate
121,81,127,5.514145021222778,2.4177655124503703,TN,Moderate
122,130,67,5.441365066922177,2.1139516090545643,Bihar,Moderate
62,33,42,4.038546129722136,2.7651497662695146,MP,Moderate
110,112,198,7.713226014008731,0.9589575387114928,TN,Poor
88,34,144,4.726551685086392,1.7762811393584217,TN,Moderate
50,123,37,6.603224194321286,3.0809691667881154,Haryana,Good
131,106,5,4.080407010021112,0.5094931684095133,TN,Poor
103,11,200,7.139416439626542,2.3704767464578738,Punjab,Moderate
122,78,32,5.847461743723793,2.857211064090108,Punjab,Moderate
47,41,194,7.153737256826105,1.6515634157421308,Maharashtra,Moderate
31,31,82,4.449474735080577,3.1508479650349446,Punjab,Moderate
119,25,121,5.331669229890635,2.707075108638094,Maharashtra,Moderate
98,47,63,4.551533964864561,2.318144573530697,Maharashtra,Moderate
73,55,53,7.230353889598251,1.0949674347421001,TN,Poor
33,97,49,4.542767479389053,2.5103118258906703,WB,Moderate
69,75,127,7.085511057667793,3.00130060253619,Haryana,Good
109,17,138,4.67345235491417,2.689727133380462,Punjab,Moderate
15,113,119,8.71677302791646,2.2245705886330107,UP,Moderate
58,118,24,6.081903387023836,2.643730516249221,Haryana,Good
18,129,89,4.632950397880401,3.4306657193963863,AP,Moderate
94,109,148,4.209052251984385,0.5324130230615839,Gujarat,Poor
112,41,144,5.647112769261678,2.491785855732581,Gujarat,Moderate
40,144,56,8.456932121414496,2.878977742133217,MP,Moderate
80,22,152,4.719075809703535,2.416674576981265,UP,Moderate
102,126,190,7.954160337689416,1.3192762887668166,Haryana,Poor
53,89,177,6.086859142718424,2.968272189665076,Punjab,Good
94,121,101,8.014639253693673,3.239897343367257,WB,Moderate
61,122,118,8.371456744244059,2.5505141953195163,Haryana,Moderate
98,66,6,8.989087788036743,2.0330726152160197,Punjab,Moderate
92,28,38,4.340987383168063,1.598962633578897,Maharashtra,Moderate
64,64,30,7.981506303628365,1.4901702738699507,MP,Poor
67,110,165,4.348444418740996,2.6696829364233223,UP,Moderate
27,64,174,5.57396355889498,2.321370176665818,Haryana,Moderate
17,13,98,7.23116127320589,0.9705517199660241,Maharashtra,Poor
25,81,69,6.236442175059272,0.9232899366748671,MP,Poor
103,85,114,6.826284376343629,0.7132976110061587,Gujarat,Poor
54,130,12,8.830960604632718,2.5505357570467093,Maharashtra,Moderate
118,141,69,8.093283791080083,1.4430931130301454,MP,Poor
123,60,114,5.818347785903988,0.5607274069102619,Gujarat,Poor
133,98,142,6.999723173991429,1.5130782071276,TN,Moderate
128,131,36,4.242415140185449,2.996349955950624,Maharashtra,Moderate
7,40,55,6.264491185705056,1.2429875905721102,Maharashtra,Poor
50,132,189,7.041982676966674,2.400648183982052,TN,Moderate
84,24,172,7.5735856466998195,1.8190135488239685,MP,Moderate
24,59,70,8.507586443900733,2.1466876605922196,AP,Moderate
82,64,35,5.415291167636411,2.287318122989142,MP,Moderate
92,133,195,8.51085216736195,1.8644329423883301,WB,Moderate
116,49,72,7.307592580326393,0.6735675257215499,TN,Poor
137,28,188,4.388228611402187,2.203086250789106,UP,Moderate
55,8,16,5.901664419657305,1.6925744371325133,Bihar,Moderate
11,95,35,6.382975593692502,1.0996397164561689,Punjab,Poor
119,111,27,5.762436328801274,3.1895246135568147,MP,Moderate
70,17,165,4.579698350607286,2.708201565638567,UP,Moderate
16,105,12,6.7579228139385386,1.352204742117252,UP,Poor
121,99,194,4.658767147955679,2.116871527791367,Maharashtra,Moderate
123,61,128,8.575136032113026,3.389339512177904,Maharashtra,Moderate
9,75,84,8.326265304039804,1.2363847157733965,Haryana,Poor
30,104,19,6.376078293460978,3.3421534387683143,Maharashtra,Good
59,111,173,4.338743230497406,2.550084035459185,Haryana,Moderate
69,94,108,6.761027048396021,2.122509940852269,Gujarat,Moderate
16,112,184,6.961183554788676,3.449623077554659,Haryana,Good
49,134,158,8.442113997583535,1.5011265842823045,TN,Moderate
36,47,82,4.337587585151534,1.3346935623098606,AP,Poor
117,47,16,7.460523864055492,1.5187798251756686,WB,Moderate
79,67,31,6.814024457512999,2.7525752057056256,Punjab,Good
10,77,115,4.873872668379018,1.5110196422566557,UP,Moderate
133,121,200,4.608667238388675,0.8082870696016969,TN,Poor
122,52,162,7.469754152668637,2.4329362893452813,WB,Moderate
34,9,8,5.699104391544865,1.168950800698326,Maharashtra,Poor
32,80,58,8.999698480228592,0.5124892109798177,WB,Poor
17,39,99,8.470015797580091,1.0974723102016801,TN,Poor
12,97,166,6.828587366529193,2.9574362868310473,TN,Good
89,87,200,7.208657928715141,3.320744316745765,Gujarat,Good
109,64,88,4.794432813189917,2.485858392031604,TN,Moderate
0,111,188,8.470023503190916,1.431469352072254,Gujarat,Poor
62,121,150,6.294668871723081,1.809492040709527,Maharashtra,Moderate
33,55,179,6.606769998131523,1.083646222822618,Punjab,Poor
102,131,204,8.365645430613164,3.1423337701533396,MP,Moderate
9,95,192,4.031251647422136,2.4967446883711695,AP,Moderate
127,86,110,6.471733003396491,0.7532377921320922,Bihar,Poor
6,63,191,7.1338332646397475,1.6008010509088044,Punjab,Moderate
55,68,134,4.796550022749266,2.114067790384179,Maharashtra,Moderate
79,109,125,4.341502017634684,2.8919902430014295,Punjab,Moderate
11,74,77,6.674670683508372,3.2615138023882775,Punjab,Good
47,135,20,6.737645287646726,0.8980202698758036,Punjab,Poor
25,16,190,5.651252529882544,3.003666680573409,WB,Moderate
111,45,144,8.41115638516391,0.697351330587259,Gujarat,Poor
121,109,137,5.5054229324070265,1.2214714125097355,WB,Poor
11,69,171,6.5823973732788215,0.5630368762567936,AP,Poor
41,67,147,4.9335751949274105,0.6914851528448549,Maharashtra,Poor
60,12,76,4.055801527406719,0.5972605545858886,Gujarat,Poor
57,15,92,6.130139268484634,0.9380235798475383,Maharashtra,Poor
33,21,151,6.634741866325994,3.129584225889132,Maharashtra,Good
6,128,105,7.823399281625372,1.3514797620388581,Punjab,Poor
108,99,86,6.243860121489473,1.9391460335169732,Haryana,Moderate
34,119,89,5.393660898778377,1.9613491046545108,UP,Moderate
14,127,53,7.021183359038462,3.48578880071322,AP,Good
24,91,127,5.905875855750413,1.5940187321743156,AP,Moderate
58,60,43,5.167123618866809,1.2952979848004225,Punjab,Poor
78,98,82,8.551739931954357,3.3897340994967102,Bihar,Moderate
85,102,147,6.683453965726972,2.2775769412920193,MP,Moderate
133,23,127,5.002386355007522,1.3684443168111282,Punjab,Poor
87,61,59,7.354556671370047,1.3624578098689066,Maharashtra,Poor
70,20,117,8.015388069664459,0.7590881249324761,WB,Poor
120,49,199,7.792668777387151,2.170605913378045,Punjab,Moderate
92,117,188,6.997687055201506,2.671063655158037,Punjab,Good
95,125,49,6.598108171653617,1.9241413937696896,Maharashtra,Moderate
31,107,189,7.886618415317784,3.15331065118109,UP,Moderate
52,131,71,7.5406110205593375,1.9518943516451452,Bihar,Moderate
58,48,10,6.857385591195415,1.5390750136409503,Maharashtra,Moderate
68,113,74,7.288602823785469,1.2523485492547888,UP,Poor
131,113,163,4.843129222343308,1.229879979058028,Gujarat,Poor
85,114,26,4.099667691039808,1.4495419015175988,UP,Poor
17,115,89,8.655680513795513,3.4759246996409976,Bihar,Moderate
80,134,170,8.67642347596335,1.5824795766333963,WB,Moderate
113,138,106,7.939853904903258,2.0737996861346883,Punjab,Moderate
23,13,62,5.861521012527586,1.3240253961103898,Punjab,Poor
65,19,202,4.753753481498413,0.9306075930380758,TN,Poor
61,62,161,5.786660605286704,2.4375003204773105,Gujarat,Moderate
53,6,188,7.631167333783919,2.1356601234664865,AP,Moderate
130,135,114,5.675999825852258,0.7034791624921777,AP,Poor
36,59,143,7.979564715367209,3.148360726958252,Maharashtra,Moderate
36,57,180,7.365066522551606,2.023129734797646,Gujarat,Moderate
130,98,90,7.149898058064647,1.5059593482134868,WB,Moderate
34,76,64,8.651184233291676,2.838077143896419,Maharashtra,Moderate
123,44,183,8.467081450935911,0.8362706426919321,UP,Poor
17,43,171,7.558327334312937,1.921340542619209,WB,Moderate
121,108,138,4.996237666755414,2.146317467280209,WB,Moderate
47,109,34,8.69462112360561,2.825374964849642,Maharashtra,Moderate
16,59,111,5.135612257834663,1.6107338721975615,UP,Moderate
134,69,133,5.862915776572388,3.0648919616316626,Haryana,Moderate
56,28,90,8.133905876843798,2.5930187298425604,Punjab,Moderate
7,119,13,5.043285538859367,2.8132260827816817,TN,Moderate
127,117,177,7.193016200601076,3.407232928374023,WB,Good
116,26,140,6.2891819016569634,3.0342607597519007,Bihar,Good
55,82,38,7.12016654466454,1.5403651048128568,Bihar,Moderate
125,49,140,8.790253854938808,2.4374331810988887,MP,Moderate
58,140,144,8.04182139451061,3.1058347755143876,TN,Moderate
57,68,47,5.4791131803458635,2.0753647522175167,MP,Moderate
139,101,109,4.286371333955785,2.548399550365003,WB,Moderate
107,119,60,8.835221664404983,1.0167835338504339,AP,Poor
73,25,35,6.925862132328374,2.947742830103345,Gujarat,Good
100,109,174,4.865525697053503,2.772381893905515,Bihar,Moderate
47,49,165,7.135543374883461,3.1666816164983826,Gujarat,Good
70,48,23,4.211082276032475,2.6304462556567483,TN,Moderate
115,45,117,4.937609990671185,3.1307017819470806,Bihar,Moderate
121,100,187,7.1631521019618205,0.9866482902307708,TN,Poor
77,143,8,6.012386565446427,2.9409420746771016,Gujarat,Good
28,105,16,5.625458635838447,3.358901773661314,TN,Moderate
92,119,88,7.277473249560837,2.946523261478151,Gujarat,Good
72,22,108,8.332017583966302,2.345683795249082,UP,Moderate
99,143,160,7.392955496379889,3.2795003116768155,Punjab,Good
73,31,62,6.317202203033881,0.7834589797939229,Punjab,Poor
94,106,52,7.294319155393048,0.5505937921926093,Maharashtra,Poor
16,33,124,7.478261078707025,3.3959606457277838,TN,Good
136,33,128,7.8752531011609515,2.549015579250539,WB,Moderate
96,141,5,5.5352419184476895,0.8424993730969474,Haryana,Poor
8,106,109,4.57216849634216,1.5200368506021782,Maharashtra,Moderate
