crop,N,P,K,ph,region,fertilizer
Jowar,133,102,78,7.65029570517553,TN,Compost
Bajra,116,44,79,4.122422826989219,WB,SSP
Maize,23,133,101,6.105655886101339,MP,MOP
Rice,6,53,139,5.808107372856112,Gujarat,SSP
Bajra,5,90,143,8.760941527637765,TN,DAP
Jowar,117,139,113,5.691772806616783,Gujarat,SSP
Bajra,84,119,32,7.437168209304865,Gujarat,SSP
Barley,109,25,106,6.947398923672453,Maharashtra,Ammonium Sulphate
Bajra,30,70,98,7.683198763951031,AP,NPK
Maize,138,93,123,4.306364257736368,Bihar,SSP
Soybean,132,142,76,8.65394176492977,Gujarat,Compost
Soybean,63,56,31,8.965042098793806,Haryana,Compost
Groundnut,75,38,154,6.771833758631974,Gujarat,Compost
Jowar,130,98,174,4.821632069754508,TN,SSP
Barley,55,90,164,8.347187471385343,Bihar,NPK
Maize,62,69,146,7.236598304418028,MP,NPK
Maize,104,64,158,7.119683112397327,AP,Urea
Cotton,37,140,187,8.424562332287447,Haryana,NPK
Wheat,53,79,75,7.6573734087865315,WB,Compost
Jowar,129,73,187,8.598830147461351,UP,MOP
Maize,1,49,177,8.787920718624575,Maharashtra,NPK
Sugarcane,139,53,34,5.724405397346828,Haryana,SSP
Maize,39,66,70,4.989567070127596,UP,SSP
Cotton,1,125,103,5.927269308671586,Gujarat,SSP
Bajra,104,57,158,8.837539960904477,WB,Ammonium Sulphate
Rice,124,101,93,4.957022591449271,Punjab,SSP
Rice,79,125,133,6.955535217762624,WB,Compost
Sugarcane,46,57,156,4.421249263108497,WB,SSP
Sugarcane,131,13,59,8.162429157980437,TN,Ammonium Sulphate
Groundnut,90,79,106,7.3410317544979975,Bihar,Compost
Rice,100,108,69,6.6105510830151735,AP,Vermicompost
Bajra,129,97,29,7.1499570311206355,UP,DAP
Rice,14,128,102,4.585249616106548,Punjab,SSP
Wheat,48,126,46,8.307205225095192,Haryana,Urea
Jowar,111,65,48,5.70070511656126,Bihar,SSP
Rice,34,128,73,4.845616018488519,Gujarat,SSP
Soybean,115,99,109,4.073974350785242,TN,SSP
Groundnut,93,34,144,4.303509429642665,MP,SSP
Cotton,23,96,12,7.35822139836379,WB,MOP
Sugarcane,59,88,110,7.592336144023112,Gujarat,Ammonium Sulphate
Wheat,76,19,67,4.744374800858059,WB,SSP
Sugarcane,47,57,152,7.028587226820116,Punjab,Ammonium Sulphate
Groundnut,139,27,172,6.415075457537224,Haryana,Compost
Maize,40,74,77,8.68594603067804,AP,DAP
Wheat,127,113,128,7.326016788762823,MP,Ammonium Sulphate
Barley,30,91,9,6.601653067301432,AP,Compost
Wheat,23,11,133,5.4188825797436975,AP,Urea
Groundnut,8,43,15,6.308973175541526,WB,Compost
Cotton,131,108,136,5.235508405870282,Haryana,SSP
Wheat,76,54,170,7.391943038915842,Maharashtra,DAP
Groundnut,130,52,21,6.970417754384243,Punjab,Compost
Bajra,119,53,72,5.4813926741003165,Bihar,SSP
Jowar,89,86,164,4.060354014123671,MP,SSP
Rice,116,67,9,8.913926084916504,Gujarat,Urea
Bajra,109,134,154,4.26495357515746,Haryana,SSP
Groundnut,120,116,86,6.7350614873444705,Bihar,Compost
Soybean,97,100,71,8.260087943406534,Punjab,Compost
Maize,14,125,15,7.1053770831342415,UP,Urea
Rice,135,22,157,6.934650975838462,WB,DAP
Soybean,51,92,46,7.5754973355327095,MP,Compost
Cotton,54,72,39,5.540627384391479,WB,MOP
Sugarcane,36,64,83,5.948204465160212,WB,SSP
Barley,131,134,63,4.422619564295282,Maharashtra,SSP
Rice,54,98,121,4.023484227639837,UP,SSP
Bajra,11,53,52,5.32278409167566,Gujarat,SSP
Maize,36,84,7,8.071160311463693,AP,MOP
Soybean,6,131,28,7.058017608156094,Gujarat,Compost
Groundnut,54,57,123,4.697086784377174,MP,SSP
Rice,27,68,201,6.132332814361947,Haryana,SSP
Sugarcane,36,37,105,4.097650777164972,Haryana,SSP
Groundnut,74,62,37,8.0113097788302,Punjab,Compost
Soybean,113,54,74,6.305292545383529,Punjab,Compost
Maize,105,68,179,5.384454325806086,Punjab,SSP
Wheat,109,135,57,7.84066292905274,TN,DAP
Sugarcane,83,129,177,8.851750412420998,UP,Ammonium Sulphate
Groundnut,10,65,203,6.01606738983131,WB,Compost
Sugarcane,65,128,61,7.827193714301011,Bihar,Ammonium Sulphate
Cotton,12,142,202,5.606351942514325,WB,SSP
Groundnut,14,70,44,7.790158142081959,WB,Compost
Rice,55,34,7,8.82554044063086,Maharashtra,Vermicompost
Wheat,52,29,53,7.251757045984636,Bihar,SSP
Wheat,60,124,18,5.194724326621879,TN,SSP
Barley,127,92,129,7.450640708582705,WB,Ammonium Sulphate
Sugarcane,41,14,152,8.22304961401392,Punjab,Ammonium Sulphate
Bajra,28,98,198,6.018567819496855,AP,NPK
Wheat,43,130,29,7.110032306258215,Haryana,Urea
Wheat,132,103,8,5.262737020369155,Bihar,SSP
Cotton,112,92,173,6.27282203473216,UP,Compost
Jowar,105,24,67,4.829195909827295,Bihar,SSP
Cotton,37,121,180,8.177691285836904,Gujarat,NPK
Cotton,114,107,59,4.483548520108561,Gujarat,MOP
Jowar,129,103,6,4.279206087128206,AP,SSP
Sugarcane,108,127,27,6.671986376751898,Gujarat,Ammonium Sulphate
Groundnut,83,78,112,6.912381753036606,Punjab,Compost
Maize,45,55,180,8.59132971080281,AP,MOP
Bajra,91,83,123,5.016415795021539,Haryana,SSP
Wheat,104,7,19,7.890017799984062,MP,DAP
Barley,71,84,55,7.220345892575092,Maharashtra,Vermicompost
Bajra,138,73,156,7.708357606164332,AP,Urea
Groundnut,28,25,24,4.787254419322704,Maharashtra,SSP
Jowar,46,46,60,6.232293246902001,UP,Compost
Bajra,110,122,42,5.780402863281019,MP,SSP
Wheat,6,25,29,7.4977747606781735,Haryana,Urea
Bajra,116,134,90,6.967671532416433,TN,NPK
Maize,63,139,184,8.83767775340763,TN,Ammonium Sulphate
Jowar,81,39,183,4.693697833032282,WB,SSP
Bajra,63,34,179,6.367881520401199,Gujarat,NPK
Wheat,91,59,72,7.469248371565757,Bihar,Ammonium Sulphate
Wheat,11,5,84,5.843919696800969,UP,Urea
Bajra,11,129,68,8.615966987396945,Punjab,Urea
Sugarcane,35,115,175,8.26279510830561,Maharashtra,Ammonium Sulphate
Barley,28,133,75,8.364632767957374,MP,Compost
Soybean,138,67,92,7.045217704289766,Haryana,Compost
Cotton,84,90,61,6.358416958411995,Gujarat,Vermicompost
Jowar,73,81,171,5.8395320434506015,WB,SSP
Soybean,46,126,123,4.598475229875654,Haryana,SSP
Groundnut,80,19,33,8.741182845213128,Haryana,Compost
Groundnut,120,131,158,5.318129957159119,AP,SSP
Wheat,42,141,146,8.010396073144396,AP,Urea
Groundnut,73,73,68,4.059499882920119,AP,SSP
Sugarcane,52,63,51,5.907488672183289,MP,SSP
Barley,38,112,24,6.855531180016744,WB,Vermicompost
Groundnut,106,117,11,5.571897937806822,AP,SSP
Maize,36,111,98,4.9694808063579465,TN,SSP
Barley,96,143,199,4.3572522495030945,Haryana,SSP
Sugarcane,48,28,132,8.945542862490196,Gujarat,Ammonium Sulphate
Soybean,127,76,118,8.432048928400345,WB,Compost
Barley,9,115,57,5.561762282843793,MP,SSP
Barley,39,110,197,4.078968384365505,Gujarat,SSP
Soybean,105,18,162,6.702879095577176,UP,Compost
Sugarcane,40,9,70,5.607449397896154,Maharashtra,SSP
Groundnut,1,131,147,4.578759918507454,Maharashtra,SSP
Wheat,52,21,131,7.951535079829348,AP,NPK
Jowar,25,86,74,5.690870191031987,Maharashtra,SSP
Soybean,53,75,202,8.864258974635806,Gujarat,Compost
Soybean,50,94,96,7.530913142406594,Punjab,Compost
Soybean,113,83,124,8.198599673984202,Bihar,Compost
Soybean,16,97,189,7.108911247324148,WB,Compost
Jowar,119,69,157,6.808518586124539,UP,Urea
Jowar,45,136,27,6.140176555364683,Gujarat,Vermicompost
Groundnut,54,13,144,4.415582133477571,TN,SSP
Bajra,49,40,180,7.687024704303708,UP,Ammonium Sulphate
Bajra,74,126,116,5.699207265524054,Gujarat,SSP
Rice,10,92,142,4.983411941874009,Maharashtra,SSP
Soybean,139,125,149,4.572066645740211,Haryana,SSP
Soybean,47,24,184,4.391718934955745,MP,SSP
Barley,120,62,123,6.377086681733321,Haryana,Urea
Bajra,55,44,134,8.184926823838572,TN,Ammonium Sulphate
Groundnut,7,70,192,4.643561736360537,Haryana,SSP
Wheat,13,93,189,6.573679885509478,AP,Urea
Rice,113,17,85,5.895533024969716,MP,DAP
Rice,53,66,179,6.6995890366877795,Haryana,MOP
Groundnut,16,50,75,4.290177788707324,WB,SSP
Wheat,132,97,145,6.675676169809349,MP,MOP
Barley,130,27,78,6.749830006570308,TN,DAP
Jowar,8,105,26,8.350417656372645,Haryana,Urea
Cotton,121,71,130,4.997525784398664,AP,SSP
Bajra,113,118,160,8.073705881295531,Punjab,SSP
Soybean,19,70,187,7.7570945368653375,Gujarat,Compost
Groundnut,82,54,182,8.572306713270972,MP,Compost
Bajra,20,6,110,8.564664204889779,UP,Compost
Soybean,32,38,128,7.830699958141088,TN,Compost
Cotton,132,44,82,8.626273635098507,MP,Vermicompost
Cotton,25,73,151,5.29477251067806,Bihar,SSP
Jowar,107,81,122,4.77814787478008,Gujarat,SSP
Sugarcane,88,32,5,5.4018561881142535,UP,SSP
Cotton,91,117,200,8.19934971481897,Haryana,Ammonium Sulphate
Bajra,32,60,188,5.567618362630029,AP,SSP
Maize,17,116,92,8.093245777202398,TN,DAP
Maize,17,30,146,5.859866276846671,AP,SSP
Soybean,32,19,196,7.997523007091577,UP,Compost
Soybean,26,54,91,8.23587122204468,Punjab,Compost
Sugarcane,48,138,73,7.389362419578887,Haryana,Ammonium Sulphate
Maize,107,72,88,8.89789100126674,WB,Ammonium Sulphate
Soybean,67,136,154,7.651599450001802,TN,Compost
Cotton,98,81,114,5.225689527645994,Haryana,SSP
Soybean,18,13,132,8.922059245918694,Maharashtra,Compost
Rice,24,18,108,7.419061447277757,TN,DAP
Sugarcane,103,44,176,6.178694212613732,Gujarat,Ammonium Sulphate
Groundnut,75,135,126,6.459642504074719,MP,Compost
Wheat,75,37,181,7.830612372056148,Bihar,Ammonium Sulphate
Barley,105,83,103,7.766190331761032,AP,NPK
Wheat,32,64,40,8.205528814052098,Bihar,Urea
Wheat,36,68,201,5.2035872547077595,Bihar,Urea
Jowar,91,66,92,8.740324463702219,MP,MOP
Groundnut,123,83,166,5.307549076580646,WB,SSP
Soybean,42,139,41,6.40241467195926,UP,Compost
Jowar,125,80,55,5.056863513166268,Bihar,SSP
Wheat,8,54,41,6.171437618870988,AP,Urea
Rice,13,43,157,7.249432730669534,TN,Compost
Barley,130,109,90,6.459217349092556,WB,Compost
Wheat,68,74,9,5.242592156062759,WB,SSP
Maize,25,30,140,5.93511112282312,WB,SSP
Groundnut,126,62,57,6.972407966300681,Punjab,Compost
Groundnut,52,77,109,8.488806950427255,TN,Compost
Groundnut,40,56,115,6.118564286047945,UP,Compost
Sugarcane,81,52,31,6.874333199542484,Gujarat,Ammonium Sulphate
Sugarcane,101,31,65,8.554255442505891,MP,Ammonium Sulphate
Cotton,20,104,69,8.205308054091134,Bihar,Vermicompost
Bajra,120,26,88,4.926735587729488,Gujarat,SSP
Barley,38,46,203,5.8087130841468335,Bihar,SSP
Jowar,68,113,49,7.943732930429311,Gujarat,NPK
Soybean,74,37,135,7.655158180656347,AP,Compost
Wheat,61,113,193,7.836129423871215,UP,MOP
Bajra,44,142,54,4.797364825414993,MP,SSP
Soybean,26,51,52,6.300440439970874,Maharashtra,Compost
Jowar,115,100,179,7.475990052210763,WB,DAP
Bajra,40,129,146,6.029420454192111,MP,SSP
Soybean,105,83,23,6.822435500522749,Haryana,Compost
Rice,73,43,194,7.798331562004235,Punjab,SSP
Sugarcane,59,126,138,6.518175752676023,TN,Ammonium Sulphate
Jowar,41,50,139,7.051137481734106,TN,MOP
Barley,121,76,105,5.715652529243965,Maharashtra,SSP
Maize,10,55,94,5.82534529951766,WB,SSP
Rice,117,29,17,4.938237264822613,WB,DAP
Sugarcane,64,86,105,8.959110563119243,Punjab,Ammonium Sulphate
Groundnut,46,62,50,7.0351962646067845,Maharashtra,Compost
Sugarcane,13,30,37,4.9721007809211395,WB,SSP
Bajra,66,45,120,4.82195118909218,AP,SSP
Cotton,108,48,101,5.1428169584603864,TN,SSP
Rice,9,89,45,7.588972447005309,Maharashtra,Compost
Groundnut,123,26,77,6.49407431031116,Haryana,Compost
Bajra,16,114,201,6.677777601416498,Punjab,MOP
Jowar,96,41,33,7.480292094141388,WB,Compost
Barley,56,122,121,7.644846176597039,Bihar,Urea
Sugarcane,137,105,11,7.7331931990204295,AP,Ammonium Sulphate
Jowar,70,8,99,4.398754468530791,Punjab,SSP
Groundnut,96,28,186,8.162055746375234,WB,Compost
Bajra,16,69,15,4.871885710132569,Punjab,SSP
Cotton,75,70,46,7.174160382487408,TN,MOP
Sugarcane,16,17,9,5.127415735893678,Haryana,SSP
Barley,110,31,179,8.130821853391943,Gujarat,NPK
Cotton,119,120,6,7.825649331004538,TN,MOP
Soybean,118,85,47,4.876184776123708,Gujarat,SSP
Bajra,77,125,8,6.7513728356508365,Maharashtra,Vermicompost
Jowar,2,113,85,7.608463807063552,MP,Compost
Sugarcane,107,73,123,4.846248246551279,MP,SSP
Sugarcane,50,61,99,4.731863132002542,MP,SSP
Groundnut,113,76,195,5.8787559228077235,TN,SSP
Barley,93,112,63,8.592927189210833,Gujarat,Urea
Maize,115,77,34,4.338884547012843,Bihar,SSP
Soybean,104,22,134,5.794361693448296,Haryana,SSP
Cotton,98,20,92,8.03171131075316,MP,Compost
Rice,75,100,78,5.721219072180675,Bihar,SSP
Rice,80,44,132,4.275486737051015,UP,SSP
Sugarcane,71,43,175,7.163018975397057,Punjab,Ammonium Sulphate
Groundnut,110,60,100,8.789464136978374,TN,Compost
Wheat,57,121,22,6.898265392021591,Haryana,Urea
Sugarcane,77,58,156,8.072108489091669,Punjab,Ammonium Sulphate
Rice,47,50,169,4.070951282478974,AP,SSP
Rice,55,47,162,7.302674148246817,Haryana,Ammonium Sulphate
Soybean,41,8,201,4.754942107675495,WB,SSP
Jowar,23,9,63,7.49278001639654,Punjab,Vermicompost
Wheat,109,117,155,6.850518294346584,AP,DAP
Sugarcane,51,62,34,5.108284894715907,Punjab,SSP
Soybean,33,41,200,6.925141000533922,Bihar,Compost
Groundnut,2,13,173,7.3808095241350795,Gujarat,Compost
Soybean,67,19,55,8.510683324583571,WB,Compost
Sugarcane,138,92,92,8.44423420578363,WB,Ammonium Sulphate
Bajra,49,103,71,8.682116498964566,Punjab,NPK
Maize,81,109,147,8.20602747416633,WB,SSP
Sugarcane,18,109,188,6.7041652777596275,Punjab,Ammonium Sulphate
Barley,43,31,197,8.245743800239136,UP,Urea
Rice,2,87,113,7.611123482774204,Haryana,Compost
Wheat,112,36,187,7.68961129382668,Haryana,Urea
Wheat,64,134,80,4.772638057041171,Haryana,SSP
Jowar,38,22,69,4.898163424863585,AP,SSP
Maize,63,32,6,4.901436214304731,UP,SSP
Barley,103,75,15,5.045842756961395,MP,SSP
Rice,12,121,80,6.0901403715504365,MP,Compost
Wheat,67,104,96,5.577016431084956,Maharashtra,SSP
Barley,69,92,101,4.24548281239693,MP,SSP
Soybean,74,96,174,7.6202722494517925,Punjab,Compost
Jowar,0,43,7,6.016182912649439,Punjab,SSP
Sugarcane,97,136,45,4.389760859979335,Punjab,SSP
Sugarcane,103,56,53,7.945305609182654,Haryana,Ammonium Sulphate
Bajra,115,126,87,4.097743701751459,WB,SSP
Rice,136,72,86,6.799296527903494,UP,DAP
Barley,112,61,41,7.78590622294026,WB,Urea
Cotton,102,17,96,5.862938595608382,WB,SSP
Wheat,36,67,11,6.870360301567369,Punjab,Urea
Groundnut,105,75,115,4.25344263463558,UP,SSP
Groundnut,107,27,42,5.185245806692147,MP,SSP
Sugarcane,20,34,190,7.317927705384325,Punjab,Ammonium Sulphate
Cotton,128,117,137,7.951800099914799,AP,Compost
Groundnut,27,139,65,4.571722790016229,Bihar,SSP
Maize,107,58,87,8.831228882939442,AP,NPK
Maize,8,113,171,5.972585985420189,Maharashtra,SSP
Rice,31,101,32,8.622948222009141,Maharashtra,SSP
Cotton,65,64,189,6.698485680254509,TN,Vermicompost
Maize,99,70,134,7.220260000048469,MP,MOP
Maize,20,56,74,4.8796129663544425,TN,SSP
Sugarcane,81,36,160,8.42366606508293,Maharashtra,Ammonium Sulphate
Groundnut,23,13,41,4.437333848318074,TN,SSP
Rice,110,21,124,8.93714530095958,Haryana,DAP
Barley,91,130,100,5.959834991087017,Haryana,SSP
Soybean,11,86,187,4.821973011540934,Punjab,SSP
Wheat,138,44,105,7.028700747661242,TN,Vermicompost
Wheat,22,108,86,8.328501390428897,Maharashtra,Urea
Jowar,91,132,133,5.985478728168215,MP,SSP
Soybean,122,22,7,4.04296277045193,TN,SSP
Soybean,33,10,75,8.36131833800575,Bihar,Compost
Wheat,124,49,101,6.906608194669431,Maharashtra,MOP
Wheat,56,102,89,4.46433913907387,Punjab,SSP
Barley,2,123,146,8.530175720101042,AP,Urea
Cotton,5,82,180,7.866073330055627,WB,Vermicompost
Cotton,47,52,41,6.66322413226899,Gujarat,MOP
Barley,101,115,135,6.233843765556012,UP,Vermicompost
Groundnut,119,87,181,7.529510071851725,Bihar,Compost
Soybean,12,108,105,5.81078466599953,TN,SSP
Bajra,35,78,188,7.274251822119025,UP,Vermicompost
Soybean,69,59,192,4.7545320862068206,AP,SSP
Jowar,32,65,101,4.712157974557492,MP,SSP
Wheat,104,6,17,5.555303824011645,TN,SSP
Soybean,56,120,131,8.42904083081094,TN,Compost
Wheat,54,6,185,8.251641905021103,Maharashtra,SSP
Soybean,106,80,54,6.460554520034157,TN,Compost
Jowar,50,14,151,6.927377503221638,MP,Vermicompost
Groundnut,91,80,158,7.137988677611582,Punjab,Compost
Bajra,52,6,185,5.865964471020974,Bihar,SSP
Maize,35,125,61,7.506625028721896,WB,Urea
Barley,132,69,170,7.040738100432268,Maharashtra,Compost
Barley,118,85,141,5.771793681778647,AP,SSP
Bajra,24,89,50,5.419363757563608,UP,SSP
Soybean,80,48,98,8.903785875199464,AP,Compost
Maize,36,38,90,5.421473586712284,UP,SSP
Jowar,18,77,136,4.87026523839277,UP,SSP
Cotton,34,110,203,8.172993704845254,AP,Compost
Soybean,106,9,129,8.054183162524224,AP,Compost
Groundnut,53,114,86,5.193785054294496,AP,SSP
Wheat,5,73,182,8.24347130698024,WB,Urea
Rice,128,58,74,8.55830754741837,AP,MOP
Soybean,33,42,97,5.6587336278821585,Maharashtra,SSP
Rice,55,141,137,5.642835760207186,Haryana,SSP
Soybean,96,65,202,4.65473277924593,Gujarat,SSP
Bajra,25,99,166,7.054121041050115,WB,Compost
Rice,90,25,197,7.469926660084175,WB,DAP
Soybean,37,40,150,4.366944872548835,Punjab,SSP
Barley,58,5,31,5.044521862178351,WB,SSP
Rice,126,50,14,5.352090951976951,Punjab,SSP
Soybean,23,69,134,6.230308395524037,WB,Compost
Cotton,110,10,193,8.118449549983737,Maharashtra,Vermicompost
Wheat,20,85,122,5.121186778048244,Maharashtra,Urea
Cotton,59,32,154,8.037940080571087,Haryana,Compost
Maize,89,139,142,8.449192657504863,WB,Urea
Soybean,5,53,63,5.002681549540011,AP,SSP
Sugarcane,9,28,125,8.964398175988263,AP,Ammonium Sulphate
Groundnut,139,84,95,6.583770297979417,UP,Compost
Cotton,96,17,144,6.759089045079982,Maharashtra,MOP
Rice,79,96,67,7.080380642889428,Maharashtra,DAP
Bajra,16,139,19,8.01401197433249,Bihar,NPK
Groundnut,137,19,195,7.266273257976547,TN,Compost
Sugarcane,139,91,197,7.67428804063911,TN,Ammonium Sulphate
Jowar,82,128,170,6.198537998758283,UP,Compost
Soybean,39,73,109,6.949800647402745,AP,Compost
Bajra,73,95,10,5.23548543871547,TN,SSP
Soybean,73,64,138,5.816210086527927,Bihar,SSP
Maize,49,14,42,7.157904685287261,Maharashtra,MOP
Sugarcane,9,55,52,4.205052749516851,MP,SSP
Soybean,102,68,19,6.893164904585408,Maharashtra,Compost
Rice,93,110,76,6.75361333127074,UP,Ammonium Sulphate
Maize,131,60,33,4.933486641533194,Maharashtra,SSP
Barley,128,95,6,8.667392882870264,Gujarat,Ammonium Sulphate
Jowar,42,89,79,4.418455609534712,WB,SSP
Sugarcane,82,111,148,4.257617900658339,Punjab,SSP
Wheat,132,83,190,8.306136867100305,WB,NPK
Bajra,103,113,92,8.201524305474429,UP,Vermicompost
Cotton,33,106,166,5.981203639243286,Bihar,SSP
Soybean,23,33,175,8.876973687632766,Bihar,Compost
Bajra,40,74,28,8.87733371020523,Maharashtra,DAP
Bajra,12,84,106,4.624891720938024,Haryana,SSP
Wheat,131,69,29,6.397360401321835,TN,DAP
Wheat,27,20,173,4.266836413028323,WB,Urea
Maize,82,58,121,5.788786348133897,MP,SSP
Sugarcane,128,101,37,4.35834358388698,Bihar,SSP
Rice,106,11,112,4.803917447319177,Bihar,DAP
Jowar,12,64,47,8.463387665515375,Gujarat,Vermicompost
Wheat,113,14,21,8.221677470011928,Maharashtra,MOP
Wheat,105,57,11,8.289665292241079,MP,Urea
Cotton,4,12,191,4.16327990586157,Maharashtra,SSP
Barley,96,130,31,6.845936452874614,MP,MOP
Wheat,13,89,40,7.870397418793932,Bihar,Urea
Barley,79,94,151,7.458279333072747,MP,DAP
Maize,119,41,19,6.5030215726692395,TN,DAP
Rice,34,136,74,4.608707802474063,Punjab,SSP
Bajra,2,88,189,7.869806149223196,Bihar,DAP
Wheat,3,108,73,8.449457377608596,Bihar,Urea
Soybean,134,27,57,5.34193544303065,Punjab,SSP
Barley,130,141,201,6.697975159290829,MP,Ammonium Sulphate
Cotton,80,49,6,6.45206375088163,Haryana,MOP
Jowar,110,50,111,7.665788283116617,Haryana,Vermicompost
Cotton,58,6,150,8.630233538560649,Haryana,MOP
Wheat,73,21,164,6.265544878797109,Gujarat,NPK
Sugarcane,128,122,117,6.312467110721915,Punjab,Ammonium Sulphate
Bajra,58,20,130,5.1304407799477865,TN,SSP
Rice,117,114,161,4.896217218319484,Maharashtra,SSP
Soybean,137,52,53,4.1929591076327855,WB,SSP
Sugarcane,102,99,120,8.087905166631728,Maharashtra,Ammonium Sulphate
Cotton,130,96,64,6.011900968928791,MP,Compost
Barley,134,110,131,4.366154089412772,Gujarat,SSP
Barley,8,107,32,6.755717790502769,Haryana,Ammonium Sulphate
Sugarcane,98,136,90,5.676750943055756,Bihar,SSP
Barley,113,5,159,8.857346185750625,UP,DAP
Cotton,61,37,140,6.239006543411321,Punjab,MOP
Sugarcane,61,135,204,4.513932695643716,Haryana,SSP
Cotton,9,105,155,7.191222971837237,AP,Urea
Soybean,86,49,36,7.9671800351737545,WB,Compost
Bajra,10,25,19,6.9065413178257815,WB,Compost
Jowar,61,77,95,7.874112061589528,TN,SSP
Soybean,76,61,132,5.498559158740757,Gujarat,SSP
Soybean,103,66,127,6.656355556700436,Haryana,Compost
Barley,55,125,200,8.135123779675231,Haryana,Urea
Wheat,109,28,172,4.375867774768622,Gujarat,SSP
Groundnut,48,142,100,5.2971729557807254,Maharashtra,SSP
Barley,15,103,61,7.134453723819493,Haryana,Compost
Wheat,72,72,51,6.530213998882694,AP,Vermicompost
Cotton,115,61,105,7.848141774847278,TN,Ammonium Sulphate
Groundnut,92,79,122,4.890778228364604,Maharashtra,SSP
Barley,136,111,14,8.236660689832163,Maharashtra,Urea
Groundnut,32,52,188,7.092759857902353,Bihar,Compost
Groundnut,87,81,121,5.016567312277829,Gujarat,SSP
Maize,38,34,96,4.28250061441299,WB,SSP
Bajra,113,50,184,8.909810675550588,Maharashtra,SSP
Maize,76,144,67,6.2198241818409725,TN,DAP
Wheat,86,124,183,5.3379142152706684,Maharashtra,SSP
Rice,113,64,74,4.901444402597961,Punjab,SSP
Sugarcane,55,108,141,5.221021705705225,MP,SSP
Jowar,137,72,98,6.448689724105366,WB,Urea
Rice,40,122,45,8.264525634426171,UP,Urea
Sugarcane,103,128,44,5.042430035201968,Maharashtra,SSP
Wheat,98,121,20,5.8409691990375086,MP,SSP
Wheat,58,11,29,7.986395958853416,Bihar,NPK
Cotton,121,86,142,7.321982413376909,AP,Vermicompost
Jowar,119,57,162,4.143524137778532,Maharashtra,SSP
Bajra,40,140,13,5.25152409045274,Haryana,SSP
Groundnut,65,30,44,4.636998177019812,UP,SSP
Maize,61,121,61,4.206473046887064,Punjab,SSP
Maize,39,85,50,8.735936759927958,TN,Vermicompost
Wheat,39,45,123,7.104971237875013,Gujarat,Urea
Maize,101,115,11,6.708892485272935,Maharashtra,Compost
Wheat,14,86,175,8.30039870635959,Gujarat,Urea
Groundnut,123,74,120,6.957369711084966,TN,Compost
Wheat,130,102,132,6.8884376969117875,UP,Vermicompost
Cotton,23,9,180,5.009485340081607,Bihar,SSP
Bajra,47,126,117,7.101942824947992,Bihar,MOP
Soybean,47,16,123,7.340013122890372,Bihar,Compost
Barley,46,79,108,8.406846896693136,TN,Compost
Bajra,104,28,61,6.126707059084108,Haryana,MOP
Bajra,112,119,149,5.0196303951252395,Maharashtra,SSP
Rice,7,117,29,6.84636404950068,AP,SSP
Jowar,17,67,115,8.86278723533292,Gujarat,Compost
Jowar,107,142,139,4.3765296939093865,Gujarat,SSP
Sugarcane,83,137,59,4.017361190305507,MP,SSP
Barley,64,93,151,4.179570467383855,Punjab,SSP
Groundnut,108,32,36,8.15674186420954,Bihar,Compost
Soybean,45,49,91,4.0056082714692955,Bihar,SSP
Soybean,65,115,164,5.107757710387083,MP,SSP
Jowar,79,128,158,8.907651753777305,Haryana,Ammonium Sulphate
Bajra,139,95,76,7.729128243422647,WB,Vermicompost
Cotton,105,140,26,5.094012827086867,WB,MOP
Sugarcane,125,31,187,5.109487522373787,UP,SSP
Wheat,12,35,189,6.291726463426501,Gujarat,Urea
Sugarcane,27,9,140,4.379920790327626,Maharashtra,SSP
Rice,122,64,50,7.265307911224109,Haryana,Urea
Sugarcane,66,93,9,6.483006247262825,Punjab,Ammonium Sulphate
Bajra,4,105,16,6.096314264860848,TN,SSP
Groundnut,99,46,31,6.451390628084743,Gujarat,Compost
Bajra,80,27,88,5.359304018268139,Punjab,SSP
Jowar,43,125,143,5.067736090530102,Gujarat,SSP
Groundnut,118,113,40,4.342723714913738,Bihar,SSP
Maize,45,81,56,7.127420084831689,UP,Compost
Groundnut,67,21,134,6.4703617970971194,TN,Compost
Sugarcane,127,118,78,7.555295580306872,AP,Ammonium Sulphate
Sugarcane,48,62,203,8.471912762578615,MP,Ammonium Sulphate
Sugarcane,101,135,16,8.965185081968798,AP,Ammonium Sulphate
Maize,76,100,59,5.137237581898735,Bihar,SSP
Jowar,19,49,84,4.839744318340333,Gujarat,SSP
Wheat,110,39,163,8.560534201804483,AP,Ammonium Sulphate
Barley,114,6,95,6.007943063038564,Haryana,DAP
Jowar,11,51,164,8.017190591996595,AP,SSP
Sugarcane,78,7,68,4.67665041191855,WB,SSP
Jowar,118,132,108,5.474186016419184,Maharashtra,SSP
Rice,35,24,95,4.05535124741034,AP,DAP
Soybean,7,44,63,8.949413688911534,WB,Compost
Soybean,27,113,29,4.028210006577123,Bihar,SSP
Barley,115,69,108,4.858245724854377,Bihar,SSP
Barley,85,94,201,6.78755238271715,Gujarat,NPK
Wheat,48,67,72,8.25187507211798,WB,Urea
Rice,79,60,176,7.9703305693931314,AP,DAP
Bajra,4,70,175,5.265798899873731,MP,SSP
Jowar,45,100,147,8.4011964388799,UP,Compost
Groundnut,97,120,145,4.348148715136898,Haryana,SSP
Groundnut,101,91,201,5.6591938942318265,Maharashtra,SSP
